name,price,status,shipping,free_returns,itemssold
"Emerson Vt3110 13"" Retro Gaming CRT TV VCR Combo With REMOTE TESTED Works Great",11500,Pre-Owned,6215,False,
"Samsung 19"" LCD TV Samsung 450 series 1366 x 768 resolution",11900,Pre-Owned,1995,False,
"Sony X950H 65"" HDR 4K Ultra HD Android Smart LED TV - 2020 Model *XBR65X950H",129960,New (Other),0,False,0
"Pioneer Kuro KRP-500M 50"" 1080p HD Plasma Television",300000,New (Other),,False,0
"New ListingSamsung 477 HG32NJ477NF 32"" LED-LCD TV - 16:9 - HDTV - Black Hairline",39935,Brand New,,True,
"Toshiba MD14H63 14"" CRT Television Retro Gaming TV/DVD Combo - Works Great!",16999,Pre-Owned,7695,False,
STEREO 20 Flat Screen CRT TV Retro Gaming N64 Sega SNES SVIDEO Svhs AV Inputs 19,24900,Pre-Owned,8710,False,0
"Sony X950H 75"" HDR 4K Ultra HD Android Smart LED TV - 2020 Model *XBR75X950H",209960,New (Other),0,False,0
"Rare 19"" Pink Disney Princess TV Retro Gaming CRT Television Tested",15000,Pre-Owned,14136,False,
Magnavox 21Inch Flat Screen TV With DVD Player Model 22MD311B/F7 Black Tested,9999,Pre-Owned,2999,True,0
"LG UP8000 43"" HDR 4K Ultra HD Smart LED TV - 2021 Model *43UP8000",41960,New (Other),0,False,0
"Vintage RCA Truflat SDTV 14F514T 14"" Television CRT TV Retro Gaming NO remote",9500,Pre-Owned,10915,False,0
"Samsung 50"" AU8000 Crystal UHD 4K HDR Smart LED TV (2021 Model)",52799,Brand New,0,False,
"BOXED Sharp LC-104TV1 10.4"" LCD TV ~World's First 10"" Flat Panel TV~JAPAN IMPORT",49999,New (Other),0,True,
Sony XR85X95J 85 Inch BRAVIA XR X95J Black UHD Smart LED TV 2021 Model Bundle,399800,Brand New,0,False,0
